Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Age at enrollment,Course,Curricular units 1st sem (enrolled),Application mode,Previous qualification (grade),Curricular units 2nd sem (enrolled),Mother's occupation,Scholarship holder,Target
6,13.0,6,12.5,1,7,6,19,9773,6,17,133.1,6,7,1,2
7,14.1,7,14.1,1,8,8,19,9500,8,1,141.0,8,4,0,2
3,11.0,5,11.6,1,9,9,23,9853,6,1,133.1,6,9,0,0
4,10.8,3,11.666666666666666,1,10,5,19,9147,5,17,129.0,5,3,0,0
6,11.333333333333334,6,11.666666666666666,1,10,7,20,9238,6,1,136.0,6,4,0,2
6,14.333333333333334,6,14.166666666666666,1,6,6,33,8014,6,39,130.0,6,9,1,2
6,15.0,6,13.833333333333334,1,6,6,20,9254,6,1,111.0,6,5,1,2
6,13.166666666666666,6,13.166666666666666,1,6,6,18,9238,6,1,116.0,6,9,0,2
4,13.75,6,11.833333333333334,1,9,9,39,8014,6,39,133.1,6,144,1,2
6,11.5,6,12.0,1,8,8,20,9773,6,1,125.0,6,9,1,2
3,11.0,5,11.2,1,5,8,19,9147,5,17,122.0,5,7,1,2
6,15.666666666666666,6,16.571428571428573,1,6,7,18,9085,6,1,157.0,6,5,0,2
8,11.55,7,10.642857142857142,1,8,14,20,9556,7,1,135.0,8,7,1,2
6,13.0,6,13.0,1,7,6,19,9773,6,1,140.0,6,9,1,2
6,11.333333333333334,9,10.88888888888889,1,10,10,23,8014,9,44,130.0,8,6,0,2
6,13.333333333333334,6,14.857142857142858,1,6,7,19,9670,6,1,125.0,6,5,0,2
11,14.166666666666666,12,13.666666666666666,1,12,12,19,171,12,1,138.0,11,4,1,2
12,15.428571428571429,11,14.153846153846152,1,20,19,22,9085,12,51,127.0,12,2,0,2
0,0.0,0,0.0,0,5,13,30,9130,5,39,133.1,5,90,1,0
6,11.857142857142858,5,12.8,1,10,8,21,8014,6,1,128.0,6,0,0,2
3,11.666666666666666,4,11.0,1,11,11,19,9773,6,1,122.0,6,9,1,1
12,12.25,21,12.363636363636363,0,21,26,25,33,21,7,120.0,16,5,0,0
0,0.0,0,0.0,0,8,12,19,9085,5,1,121.0,5,9,0,0
7,13.775,6,13.796666666666669,1,11,7,23,9500,7,17,140.0,8,3,0,2
0,0.0,0,0.0,0,0,7,34,9003,6,39,168.0,6,9,0,0
6,12.857142857142858,6,14.5,1,9,8,18,9130,6,1,132.0,6,4,0,2
11,11.909090909090908,13,12.153846153846152,1,28,19,23,171,17,1,131.0,17,7,0,1
6,15.142857142857142,6,14.666666666666666,1,7,6,19,9070,6,1,143.0,6,151,0,2
6,13.333333333333334,6,13.5,1,6,6,39,9254,6,39,133.1,6,9,0,2
5,11.8,3,13.0,0,10,11,18,9853,6,1,124.0,6,5,0,0
8,14.2525,8,14.2525,1,8,8,19,9500,8,42,136.0,8,4,1,2
6,13.333333333333334,3,12.333333333333334,1,6,13,46,8014,6,39,133.1,6,9,0,2
6,14.428571428571429,6,13.833333333333334,1,7,6,19,9773,6,17,161.0,6,4,1,2
7,11.347142857142858,7,12.444285714285714,1,11,7,18,9500,7,1,128.0,8,4,0,2
6,10.375,6,11.714285714285714,1,15,10,18,9070,6,1,132.0,6,2,0,1
7,13.571428571428571,6,12.7,1,8,9,20,9500,7,1,138.0,8,9,0,2
0,0.0,0,0.0,0,6,5,32,9991,5,39,133.1,5,7,0,0
0,0.0,0,0.0,1,11,12,51,8014,6,39,133.1,6,0,0,0
1,12.0,3,13.25,1,9,15,19,9003,6,44,140.0,6,9,0,0
4,11.25,5,10.8,1,9,8,19,9147,5,1,120.0,5,9,0,2
0,0.0,0,0.0,1,7,18,36,9500,7,39,120.0,7,9,0,0
7,12.221428571428572,6,13.133333333333333,1,12,8,18,9500,7,1,125.0,8,9,0,2
6,14.428571428571429,6,12.125,1,7,8,20,9238,6,1,133.1,6,5,1,2
6,14.166666666666666,6,14.833333333333334,1,6,6,44,8014,6,39,146.0,6,9,0,2
8,12.91111111111111,7,12.1375,1,9,9,19,9500,7,1,128.0,8,4,1,2
4,13.25,5,11.833333333333334,1,8,8,21,9670,6,43,110.0,6,7,0,1
5,11.5,5,11.857142857142858,1,17,10,50,9991,5,39,133.1,5,9,0,2
0,0.0,1,11.0,0,0,6,18,9670,6,17,110.0,6,9,1,0
0,0.0,0,0.0,0,5,6,33,9119,5,7,130.0,5,9,0,0
6,11.666666666666666,6,11.666666666666666,1,8,9,18,9238,6,17,123.0,6,191,1,2
6,12.416666666666666,6,11.658333333333331,1,11,8,19,9500,7,1,126.0,8,9,0,2
5,13.0,4,10.75,1,5,8,18,9147,5,1,140.0,5,9,1,2
6,12.833333333333334,6,14.5,1,6,6,18,9070,6,1,143.0,6,9,1,0
0,0.0,0,0.0,1,0,0,22,171,0,1,131.0,0,4,0,2
6,12.5,6,12.666666666666666,1,6,6,18,9254,6,1,128.0,6,7,1,2
2,11.0,7,11.571428571428571,1,14,15,26,8014,7,17,119.0,6,0,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,142.0,0,7,1,2
7,14.178571428571429,6,13.863333333333337,1,9,8,20,9500,7,1,136.0,8,9,1,2
3,10.333333333333334,3,10.75,1,9,13,27,9147,5,39,120.0,5,4,0,0
4,12.0,5,12.6,1,8,9,19,9085,5,1,142.0,5,9,0,2
12,14.583333333333334,13,13.76923076923077,1,16,14,39,9254,13,7,130.0,12,3,0,2
3,13.0,3,10.333333333333334,1,8,9,19,9085,5,5,141.0,5,7,0,1
7,13.487142857142857,7,13.487142857142857,1,8,8,20,9500,8,17,144.0,8,9,1,2
13,11.461538461538462,18,11.88888888888889,1,13,22,21,9003,18,17,133.0,13,9,0,2
3,10.0,5,11.0,1,7,7,20,9147,5,51,130.0,5,9,0,1
4,12.0,3,11.333333333333334,1,9,11,38,9991,5,39,110.0,5,5,0,0
6,11.333333333333334,6,11.333333333333334,1,6,9,35,8014,6,39,160.0,6,3,1,2
4,14.75,0,0.0,1,7,5,19,9085,5,43,170.0,5,5,0,1
4,12.0,4,11.25,1,9,10,25,9991,5,39,140.0,5,9,0,1
0,0.0,0,0.0,0,0,8,19,9773,4,1,142.0,6,5,0,0
5,13.126,5,13.126,1,12,12,38,9500,8,43,130.0,8,9,0,1
3,11.333333333333334,3,13.0,1,11,10,24,9670,5,39,120.0,5,0,0,0
0,0.0,0,0.0,1,7,21,24,9500,7,39,133.1,7,2,0,0
5,11.8,5,11.4,1,8,8,24,8014,6,39,120.0,6,7,0,0
2,10.5,3,11.5,0,9,14,39,9500,7,39,133.1,7,9,1,0
7,12.86,7,12.86,1,11,11,19,9500,8,1,147.0,8,4,1,2
2,10.666666666666666,5,11.714285714285714,0,13,10,19,9238,6,17,120.0,6,4,0,0
17,12.176470588235292,17,11.5,1,17,18,23,171,17,18,121.0,17,4,0,2
7,13.058571428571428,7,13.058571428571428,1,8,8,19,9500,8,42,100.0,8,7,1,2
5,14.6,5,16.4,1,5,5,20,9130,5,1,160.0,5,3,0,2
2,11.0,4,10.75,1,10,7,21,9147,5,17,133.1,5,9,0,0
5,13.8,6,11.375,1,6,9,20,9070,6,1,129.0,6,4,1,1
10,12.4,13,11.538461538461538,1,15,18,25,9070,17,43,108.0,15,7,0,0
0,0.0,0,0.0,0,0,0,35,8014,6,7,120.0,6,9,0,0
0,0.0,6,13.833333333333334,1,7,6,18,9238,6,1,157.0,6,9,1,0
0,0.0,0,0.0,1,0,0,19,9070,6,17,108.0,6,4,0,0
5,14.4,5,14.8,1,5,5,47,9991,5,39,133.1,5,9,0,2
1,10.0,2,10.0,1,7,8,22,9147,5,17,137.0,5,5,0,0
4,12.0,4,10.8,1,13,12,20,9003,6,44,130.0,6,9,0,1
7,14.24,7,14.24,1,8,8,18,9500,8,17,145.0,8,5,0,2
1,11.0,5,12.4,1,11,9,21,9853,6,1,121.0,6,7,0,0
0,0.0,0,0.0,0,10,10,28,9254,5,39,133.1,5,0,0,0
6,12.633333333333333,6,12.633333333333333,1,7,7,20,9500,7,1,129.0,7,4,1,2
2,11.5,3,10.666666666666666,1,14,13,20,9003,7,44,130.0,6,2,0,1
5,13.2,5,11.6,1,5,5,18,9147,5,1,133.0,5,9,0,2
5,12.0,3,11.666666666666666,1,8,10,26,8014,6,42,150.0,6,4,0,2
6,13.714285714285714,6,13.833333333333334,1,10,7,18,9085,6,1,141.0,6,9,1,2
5,13.2,5,13.333333333333334,1,6,6,20,9670,5,1,111.0,5,5,0,2
3,10.666666666666666,3,11.5,1,12,12,23,9254,6,44,130.0,6,194,0,1
5,12.0,5,13.4,1,7,8,18,9853,6,17,118.0,6,7,0,1
13,12.461538461538462,18,11.833333333333334,1,27,45,26,9085,18,42,150.0,13,4,0,2
5,14.2,6,13.166666666666666,1,8,6,18,9773,6,1,137.0,6,0,0,0
4,12.0,5,13.285714285714286,0,10,12,21,9130,6,44,130.0,6,4,0,0
0,0.0,0,0.0,0,10,8,26,9003,6,17,170.0,6,9,0,0
7,14.285714285714286,7,13.857142857142858,1,7,7,19,9853,7,1,122.0,7,5,0,2
4,13.5,5,13.2,1,12,13,21,9070,12,51,122.0,12,9,0,0
5,14.0,5,14.4,1,5,5,18,9085,5,5,143.0,5,0,1,0
5,11.6,5,13.6,1,8,8,23,9853,6,1,122.0,6,2,0,1
1,10.0,0,0.0,1,8,9,28,9130,6,39,150.0,6,4,0,0
0,0.0,5,13.06,1,9,7,33,9500,7,39,133.1,7,4,0,1
6,14.428571428571429,6,12.166666666666666,1,8,8,49,8014,6,39,133.1,6,6,0,2
0,0.0,0,0.0,1,0,0,27,9991,5,39,133.1,5,9,0,0
12,11.25,13,11.642857142857142,1,25,19,24,171,17,17,125.0,17,7,0,0
6,13.05,6,13.05,1,7,7,18,9500,7,17,141.0,7,9,1,2
5,13.0,5,12.8,1,5,5,18,9147,5,17,135.0,5,9,1,2
5,10.8,5,11.4,1,8,9,18,9238,6,1,143.0,6,9,0,2
11,11.363636363636363,12,11.833333333333334,1,15,21,37,9991,14,43,120.0,12,9,0,2
0,0.0,0,0.0,0,6,6,34,9254,6,39,133.1,6,3,0,0
0,0.0,1,16.0,0,12,13,37,9556,7,39,133.1,7,7,1,0
0,0.0,4,11.75,1,7,10,43,9773,6,39,133.1,6,7,0,0
6,13.833333333333334,6,12.5,1,6,6,18,9773,6,17,123.0,6,5,1,2
5,12.0,5,13.6,1,8,9,22,9853,6,43,140.0,6,9,0,0
0,0.0,0,0.0,1,5,5,20,9147,5,1,136.0,5,9,0,0
4,12.8,4,12.0,1,9,10,18,9147,5,1,148.0,5,9,0,2
0,0.0,6,12.783333333333331,1,11,9,36,9500,7,39,133.1,8,7,0,0
3,11.0,4,12.0,1,14,11,19,9254,6,43,130.0,6,5,1,0
0,0.0,0,0.0,1,0,0,19,9853,6,17,145.0,6,4,0,0
7,12.242857142857144,7,12.495714285714286,1,9,7,19,9500,7,1,131.0,8,4,1,0
4,10.25,2,12.5,0,6,6,18,9670,5,51,136.0,5,5,0,0
0,0.0,0,0.0,1,0,0,37,9130,6,43,133.1,6,9,0,0
10,13.0,16,14.125,1,14,17,37,8014,16,44,150.0,11,5,0,2
6,12.875,6,12.816666666666668,1,11,9,18,9500,7,1,130.0,8,9,1,1
12,12.083333333333334,13,13.714285714285714,1,18,27,32,9003,18,39,130.0,12,2,0,2
6,15.3,6,14.5,1,10,8,20,9003,6,44,170.0,6,5,0,2
0,0.0,0,0.0,1,0,0,18,171,0,1,165.0,0,2,0,1
0,0.0,0,0.0,1,0,0,19,171,0,1,124.0,0,123,0,0
5,10.8,5,12.0,1,9,8,21,9853,6,1,133.1,6,9,0,0
7,14.342857142857142,5,13.928,1,9,9,22,9500,7,1,103.0,8,2,0,2
12,11.833333333333334,14,10.928571428571429,1,16,16,38,9991,15,43,110.0,14,9,0,0
6,13.333333333333334,6,13.166666666666666,1,6,6,18,9853,6,1,145.0,6,9,0,2
5,12.8,6,13.333333333333334,1,8,6,19,9670,6,1,126.0,6,4,0,0
4,11.0,5,12.6,1,5,5,18,9147,5,17,137.0,5,4,0,1
5,11.6,3,12.333333333333334,1,5,7,19,9670,5,1,135.0,5,7,0,2
6,12.25,6,12.25,1,8,8,29,9500,8,7,120.0,8,4,0,0
0,0.0,3,14.4,1,20,15,31,9003,6,39,133.1,6,4,0,0
6,12.8,6,12.4,1,8,11,19,9556,7,17,118.0,7,5,1,2
6,12.5,6,13.5,1,8,7,18,9130,6,1,133.0,6,9,1,2
3,11.0,4,11.25,1,8,8,41,9991,5,39,100.0,5,9,0,0
6,14.571428571428571,6,13.666666666666666,1,7,7,20,9238,6,1,133.1,6,3,1,2
5,11.6,5,12.8,1,8,5,19,9147,5,1,122.0,5,9,1,2
6,13.333333333333334,6,12.833333333333334,1,8,8,19,9773,6,1,127.0,6,9,0,2
6,12.45,6,12.45,1,7,7,19,9500,7,1,130.0,7,9,0,2
5,10.5,4,11.0,1,9,14,18,9147,5,1,133.0,5,9,0,0
8,15.6625,7,13.877142857142855,1,8,7,18,9500,7,1,117.0,8,5,0,2
6,11.666666666666666,6,12.833333333333334,1,7,7,19,9773,6,1,121.0,6,7,0,2
6,13.166666666666666,6,12.666666666666666,1,7,7,26,9991,6,44,140.0,6,9,1,1
4,11.0,4,12.5,1,7,9,32,9991,6,44,130.0,7,5,0,0
0,0.0,3,10.666666666666666,0,12,9,18,8014,6,17,123.0,6,3,0,0
3,11.0,2,10.5,1,6,10,19,9070,6,1,124.0,6,7,0,1
1,13.0,2,12.0,1,12,13,19,9254,6,1,124.0,6,9,0,0
6,11.571428571428571,6,11.571428571428571,1,9,8,25,9773,6,1,109.0,6,3,0,0
0,0.0,0,0.0,0,8,6,27,9003,6,39,130.0,6,9,0,0
7,12.857142857142858,7,12.142857142857142,1,7,7,20,9853,7,1,113.0,7,3,1,2
9,11.6,9,12.22222222222222,1,16,20,30,9147,11,53,130.0,9,175,0,1
5,11.8,4,11.75,1,8,10,20,9147,5,1,133.1,5,191,0,2
8,13.05875,8,13.05875,1,8,8,18,9500,8,1,145.0,8,7,1,2
4,13.25,5,13.0,1,9,6,24,9085,5,1,125.0,5,4,0,2
6,12.666666666666666,6,13.571428571428571,1,6,7,20,9003,6,44,140.0,6,4,0,2
2,13.5,5,14.2,1,5,6,25,9119,5,39,120.0,5,5,0,1
0,0.0,0,0.0,1,0,0,21,171,0,1,162.0,0,9,0,0
5,14.0,5,11.8,1,6,5,43,9991,5,39,120.0,5,9,0,2
14,11.642857142857142,20,13.181818181818182,1,18,23,26,33,21,51,121.0,14,5,0,2
0,0.0,2,11.0,0,12,10,32,9238,6,39,133.1,6,0,0,0
19,12.789473684210526,21,12.61904761904762,1,19,21,35,9853,21,43,140.0,19,3,0,2
6,13.666666666666666,8,15.125,0,12,14,26,9254,8,44,170.0,6,9,0,1
0,0.0,0,0.0,0,0,0,19,9254,6,1,120.0,6,3,0,0
0,0.0,0,0.0,0,5,7,45,8014,6,39,133.1,5,9,0,0
4,10.5,5,10.2,1,6,7,19,9147,5,17,112.0,5,3,0,2
4,11.142857142857142,3,12.666666666666666,1,11,6,18,9670,6,17,132.0,6,5,0,0
4,13.25,6,12.833333333333334,1,6,9,22,9254,6,1,129.0,6,3,1,2
1,11.0,5,15.2,0,9,10,35,9003,6,7,140.0,6,2,0,0
5,13.2,6,13.5,1,9,6,18,9130,6,1,132.0,6,9,0,2
5,12.0,3,14.0,1,8,12,27,9085,5,44,160.0,5,192,0,2
8,12.75,11,12.454545454545457,1,17,11,21,8014,11,43,116.0,11,0,0,2
6,14.285714285714286,6,13.833333333333334,0,7,6,19,9670,6,1,123.0,6,9,1,2
0,0.0,2,14.5,0,13,17,25,9003,6,39,133.1,6,4,0,0
0,0.0,0,0.0,1,0,0,19,171,0,1,149.0,0,2,0,2
5,14.0,5,13.0,1,5,6,18,9147,5,1,138.0,5,9,0,2
7,10.571428571428571,6,11.166666666666666,1,16,18,21,9147,10,43,123.0,10,9,0,1
6,12.375,5,13.4,1,9,9,20,9070,6,1,137.0,6,9,1,2
3,11.333333333333334,4,11.25,0,12,12,20,9254,6,1,122.0,6,9,1,0
4,11.5,6,13.333333333333334,1,9,9,22,9085,6,44,140.0,6,2,0,2
2,11.0,2,10.0,1,10,9,20,9147,5,1,117.0,5,9,0,1
4,11.5,5,12.333333333333334,1,12,9,49,8014,6,39,120.0,6,9,0,1
0,0.0,0,0.0,1,0,0,18,171,0,1,172.0,0,4,1,2
9,12.555555555555555,9,11.666666666666666,1,13,11,28,9238,11,43,149.0,11,9,0,2
11,14.090909090909092,12,13.846153846153848,1,18,14,36,9003,12,39,130.0,12,4,0,2
6,11.714285714285714,6,12.166666666666666,1,7,6,21,9238,6,44,130.0,6,5,0,2
5,12.6,5,11.2,0,5,5,25,9670,5,39,133.1,5,4,0,0
8,13.74625,8,13.74625,1,8,8,18,9500,8,1,146.0,8,3,0,2
3,12.0,5,11.8,1,9,7,18,9119,5,17,135.0,5,141,0,1
8,14.75,7,13.428571428571429,1,8,7,18,9556,7,17,136.0,8,9,1,2
4,13.375,3,11.0,1,12,8,36,9147,5,39,120.0,5,5,0,1
6,14.716666666666669,6,14.716666666666669,1,7,7,18,9500,7,1,153.0,7,9,0,2
5,12.0,6,11.875,1,8,10,21,9670,6,17,110.0,6,4,0,2
0,0.0,0,0.0,1,0,0,19,171,0,44,110.0,0,1,0,0
4,11.5,4,12.0,1,12,9,32,8014,6,39,170.0,6,90,0,2
5,12.6,6,11.333333333333334,1,8,8,18,9254,6,1,127.0,6,3,0,2
0,0.0,0,0.0,1,0,0,18,171,0,1,188.0,0,2,0,0
0,0.0,0,0.0,1,6,6,25,9130,6,39,120.0,6,9,0,0
4,10.5,4,10.5,1,10,13,31,9991,5,39,160.0,5,9,1,1
4,11.75,5,11.2,1,11,5,19,9147,5,1,125.0,5,4,0,1
6,13.666666666666666,6,12.333333333333334,1,7,6,21,9238,6,17,129.0,6,9,0,2
4,12.0,5,12.8,0,5,5,19,9147,5,17,147.0,5,9,1,1
0,0.0,0,0.0,1,6,6,24,9070,6,43,116.0,6,3,0,1
6,13.0,6,15.75,1,8,14,20,9085,6,17,141.0,6,2,0,2
6,13.428571428571429,6,13.5,1,7,6,19,9070,6,17,120.0,6,4,0,2
5,12.4,5,13.6,1,5,9,19,9085,5,1,129.0,5,9,0,2
6,13.833333333333334,6,12.833333333333334,1,6,6,18,9773,6,1,122.0,6,9,0,2
0,0.0,1,12.0,1,10,11,20,9238,6,1,133.0,5,2,0,1
6,13.142857142857142,6,13.0,1,7,6,20,9773,6,1,134.0,6,9,1,0
8,15.3875,7,13.685714285714283,1,8,7,18,9500,7,17,145.0,8,4,0,2
5,13.8,5,13.0,1,6,9,20,9670,6,1,115.0,6,5,1,2
5,13.666666666666666,5,13.8,1,6,5,43,9991,5,39,120.0,5,1,0,2
0,0.0,0,0.0,1,6,6,30,9003,6,39,133.1,6,9,0,0
6,14.75,6,14.375,1,8,8,19,9238,6,1,136.0,6,0,0,2
8,11.875,11,13.0,1,22,18,34,9853,12,42,133.1,13,4,0,0
0,0.0,3,12.0,0,15,12,26,9773,6,43,114.0,6,9,0,0
0,0.0,2,10.5,1,9,11,19,9130,5,17,125.0,5,3,0,0
0,0.0,0,0.0,1,0,0,20,9991,5,17,140.0,5,6,0,0
5,12.2,5,15.4,1,7,8,18,9853,6,1,142.0,6,9,0,2
0,0.0,0,0.0,1,0,0,19,9500,7,18,137.0,8,1,0,0
3,11.0,4,11.5,1,14,14,32,9085,6,44,120.0,6,9,0,0
6,12.666666666666666,6,13.166666666666666,1,7,7,18,9773,6,17,134.0,6,3,0,2
7,12.19285714285714,5,13.85,1,9,9,19,9500,7,51,127.0,8,5,1,2
0,0.0,3,12.333333333333334,1,5,7,19,9147,5,17,123.0,5,3,0,0
0,0.0,0,0.0,1,0,0,19,9500,7,1,142.0,8,7,0,0
6,13.166666666666666,6,14.666666666666666,1,6,6,19,9070,6,1,139.0,6,1,0,2
6,13.166666666666666,6,13.571428571428571,1,8,7,20,9254,6,1,132.0,6,9,1,2
0,0.0,0,0.0,0,0,0,19,171,0,1,129.0,0,9,1,0
0,0.0,0,0.0,1,0,0,18,171,0,1,170.0,0,9,1,2
6,14.428571428571429,6,15.166666666666666,1,7,8,21,9670,6,1,140.0,6,2,1,2
5,13.4,5,12.4,1,6,6,19,9085,5,1,129.0,5,4,0,2
6,12.5,5,12.62,1,8,10,20,9500,7,1,113.0,7,9,1,1
0,0.0,0,0.0,1,4,5,39,9991,2,43,133.1,4,2,0,0
0,0.0,2,10.5,1,10,8,22,9147,5,17,135.0,5,0,0,0
6,13.25,6,14.285714285714286,1,8,7,18,9773,6,1,156.0,6,123,0,2
5,11.2,6,11.428571428571429,1,11,8,19,9238,6,43,118.0,6,5,1,2
4,11.75,3,10.5,1,6,8,19,9670,5,17,125.0,5,7,1,1
4,11.25,5,11.2,1,13,8,22,9147,5,1,139.0,5,5,1,2
4,10.0,4,11.75,1,13,10,18,9254,6,1,130.0,6,4,0,0
0,0.0,1,11.0,1,0,6,18,9773,6,18,167.0,6,6,1,0
6,12.666666666666666,6,12.666666666666666,1,7,8,19,9238,6,1,133.0,6,9,1,2
6,12.5,6,13.166666666666666,1,6,6,18,9773,6,1,127.0,6,4,0,1
0,0.0,3,13.833333333333334,1,7,7,43,9500,7,7,130.0,7,2,0,0
5,11.0,5,12.666666666666666,1,8,8,19,9853,6,18,123.0,6,4,0,1
4,10.75,4,10.4,1,11,12,19,9238,6,1,108.0,6,9,1,1
3,11.333333333333334,2,10.5,1,9,11,38,9991,5,39,133.1,5,9,0,1
6,11.333333333333334,4,11.25,1,6,10,39,9773,6,39,133.1,6,9,0,2
6,13.166666666666666,6,11.833333333333334,1,6,6,18,9070,6,17,127.0,6,9,0,2
6,15.285714285714286,6,13.571428571428571,1,7,7,22,9773,6,17,111.0,6,7,0,2
0,0.0,3,12.666666666666666,0,7,10,22,9130,6,44,150.0,6,4,0,0
2,11.333333333333334,3,11.666666666666666,1,14,13,25,9085,6,39,130.0,6,6,1,1
5,11.4,5,12.333333333333334,1,7,8,18,9147,5,1,130.0,5,3,0,2
5,14.4,5,13.2,1,13,9,18,9147,5,43,153.0,5,9,1,2
0,0.0,0,0.0,1,0,4,51,9991,4,39,100.0,5,9,0,0
0,0.0,0,0.0,1,5,5,36,9991,5,39,130.0,5,6,0,0
10,11.4,10,13.0,1,11,10,21,9070,10,51,143.0,11,4,0,0
4,12.75,4,12.75,1,6,7,18,9085,5,1,157.0,5,4,0,2
4,10.428571428571429,4,11.25,1,9,6,24,9670,6,17,140.0,6,4,0,1
0,0.0,0,0.0,1,0,0,18,171,0,1,174.0,0,3,0,2
0,0.0,0,0.0,1,0,0,19,171,0,17,143.0,0,5,1,2
11,13.833333333333334,6,13.0,1,14,13,26,9003,12,39,130.0,12,9,0,2
8,13.825,7,12.1625,1,8,9,19,9556,7,1,122.0,8,5,0,2
6,12.833333333333334,6,12.428571428571429,1,6,7,26,9254,6,39,130.0,6,9,0,2
2,10.333333333333334,6,12.166666666666666,0,10,7,19,9773,6,1,117.0,6,7,0,0
4,13.0,4,12.6,1,6,7,18,9670,6,1,115.0,6,9,0,0
4,10.75,2,10.0,1,12,13,20,9238,6,17,154.0,6,9,1,1
6,14.0,6,14.857142857142858,1,7,7,18,9085,6,17,166.0,6,4,0,2
5,13.833333333333334,5,13.8,1,6,5,34,9991,5,43,140.0,5,6,0,2
1,10.0,2,12.0,1,12,11,31,9130,6,39,130.0,6,9,0,0
7,15.7,7,15.7,1,8,8,18,9500,8,1,156.0,8,2,0,2
0,0.0,2,11.5,0,9,12,32,9003,8,39,133.1,7,4,0,0
4,14.0,6,13.571428571428571,1,11,9,18,9670,6,1,127.0,6,3,0,2
6,12.5,6,13.0,1,6,6,17,9070,6,17,133.0,6,4,1,2
0,0.0,2,10.5,1,13,11,21,9147,5,43,122.0,5,1,0,0
7,10.428571428571429,4,10.5,0,16,13,26,8014,8,51,120.0,10,4,0,0
0,0.0,0,0.0,1,5,5,20,9119,5,17,130.0,5,7,0,0
0,0.0,0,0.0,1,0,0,26,9085,6,39,160.0,6,2,0,0
3,11.0,4,11.5,1,12,11,20,9254,6,17,127.0,6,9,1,1
4,12.25,4,11.75,1,8,8,18,9238,6,17,131.0,6,4,0,0
0,0.0,0,0.0,1,0,0,18,9070,6,1,124.0,6,9,0,0
7,14.935714285714283,7,14.935714285714283,1,8,8,19,9500,8,1,132.0,8,9,1,2
1,12.0,0,0.0,1,11,10,18,9119,5,1,136.0,5,9,0,0
7,14.142857142857142,7,14.428571428571429,1,7,7,19,9853,7,17,141.0,7,9,1,2
2,11.5,4,12.5,0,18,11,24,9085,6,44,140.0,6,9,0,1
0,0.0,0,0.0,1,0,0,32,8014,6,1,126.0,6,0,0,0
5,13.428571428571429,4,12.0,1,10,9,20,9085,5,43,130.0,5,7,0,2
6,11.0,6,11.428571428571429,1,7,8,18,9773,6,1,143.0,6,3,0,0
1,16.0,2,10.0,1,8,8,19,9147,5,1,128.0,5,2,0,0
0,0.0,0,0.0,0,5,5,28,9147,5,39,133.1,5,9,0,0
3,12.333333333333334,2,10.5,1,7,8,18,9147,5,1,129.0,5,4,0,1
8,13.411111111111111,7,12.65,1,9,8,18,9500,7,1,144.0,8,2,0,0
3,11.666666666666666,3,11.666666666666666,1,10,12,19,9147,5,17,126.0,5,4,1,1
6,13.5,6,14.333333333333334,1,6,6,19,9070,6,17,136.0,6,4,0,2
2,13.5,5,11.4,0,14,9,18,9238,6,1,138.0,6,4,0,0
7,11.714285714285714,9,11.666666666666666,1,8,15,20,9238,9,43,130.0,7,9,0,2
5,11.0,6,10.833333333333334,0,7,6,28,9254,6,39,133.1,6,4,1,0
6,10.714285714285714,4,10.25,1,8,10,19,9238,6,1,123.0,6,9,0,2
10,14.2,10,14.3,1,10,11,41,9991,10,43,130.0,10,9,0,2
4,12.25,4,10.75,1,6,5,19,9147,5,1,117.0,5,8,0,1
6,11.166666666666666,6,12.833333333333334,1,10,6,20,9070,6,1,116.0,6,1,0,2
0,0.0,0,0.0,1,5,5,45,9991,5,39,133.1,5,90,0,0
5,14.333333333333334,4,12.75,1,7,7,28,9991,5,39,120.0,5,9,0,1
0,0.0,0,0.0,1,10,12,22,9003,6,43,120.0,6,1,0,0
1,13.0,1,10.0,1,7,11,34,9853,7,39,133.1,7,5,0,0
4,11.75,4,10.8,1,10,10,18,9147,5,1,120.0,5,7,1,1
3,12.0,2,11.5,1,10,11,26,9991,5,1,122.0,5,9,0,1
11,12.272727272727272,10,13.0,1,11,12,20,9070,10,51,130.0,11,2,0,2
4,13.0,6,12.333333333333334,1,9,10,20,9254,6,1,111.0,6,3,0,2
1,10.0,4,14.25,1,14,10,20,9119,5,17,122.0,5,191,0,1
5,13.0,5,13.666666666666666,1,10,14,21,9085,6,42,140.0,6,9,0,2
6,13.0,6,11.666666666666666,1,6,8,22,9773,6,10,152.0,6,5,0,2
6,13.833333333333334,6,12.166666666666666,1,6,6,24,9773,6,39,100.0,6,4,0,2
0,0.0,4,11.5,1,11,10,20,9119,5,17,127.0,5,4,0,1
6,12.833333333333334,6,12.833333333333334,1,6,6,20,9238,6,44,140.0,6,3,1,2
7,12.228571428571428,6,13.533333333333331,1,7,9,18,9500,7,1,126.0,7,7,1,1
4,11.75,4,12.25,1,8,9,53,9130,5,39,133.1,5,9,0,2
5,12.166666666666666,5,11.0,1,9,9,20,9238,6,1,106.0,6,3,0,2
0,0.0,1,10.0,1,10,12,38,8014,5,17,100.0,5,90,0,0
7,12.43142857142857,6,11.994444444444444,1,11,11,18,9500,7,1,133.0,8,9,1,2
